Date,Bank Name,Atm's on-site,Atm's off-site,Credit card cash withdraw,Debit card cash withdraw
Oct2024,BANDHAN BANK LTD,433.0,5.0,0.0,15030506.0
Oct2024,CITY UNION BANK,1166.0,520.0,1675.0,14838934.0
Oct2024,CSB BANK LTD,726.0,44.0,0.0,2296610.0
Oct2024,DCB BANK LTD,425.0,5.0,5.0,1777316.0
Oct2024,DHANALAKSHMI BANK LTD,241.0,39.0,953.0,1949932.0
Oct2024,FEDERAL BANK LTD,1726.0,321.0,26697.0,41380640.0
Oct2024,HDFC BANK LTD,12222.0,8708.0,1390148.0,263883177.0
Oct2024,ICICI BANK LTD,10050.0,6138.0,361851.0,128635667.0
Oct2024,IDBI BANK LTD,2363.0,876.0,3451.0,30814525.0
Oct2024,IDFC FIRST BANK LTD,905.0,331.0,134854.0,22076134.0
Oct2024,INDUSIND BANK LTD,1899.0,1114.0,132468.0,27330537.0
Oct2024,JAMMU AND KASHMIR BANK LTD,945.0,632.0,44356.0,33557414.0
Oct2024,KARNATAKA BANK LTD,938.0,564.0,0.0,19452416.0
Oct2024,KARUR VYSYA BANK LTD,1478.0,726.0,5814.0,22022958.0
Oct2024,KOTAK MAHINDRA BANK LTD,1852.0,1482.0,146129.0,61469358.0
Oct2024,NAINITAL BANK LTD,0.0,0.0,0.0,400701.0
Oct2024,RBL BANK LTD,371.0,35.0,160162.0,3240317.0
Oct2024,SOUTH INDIAN BANK,911.0,372.0,0.0,14731881.0
Oct2024,TAMILNAD MERCANTILE BANK LTD,507.0,655.0,8712.0,23253671.0
Oct2024,YES BANK LTD,1165.0,161.0,90880.0,13563852.0
Sep2024,BANK OF BARODA,8107.0,2253.0,62629.0,112190265.0
Sep2024,BANK OF INDIA,5334.0,2900.0,52123.0,62004696.0
Sep2024,BANK OF MAHARASHTRA,2124.0,238.0,3515.0,27221527.0
Sep2024,CANARA BANK,8312.0,3879.0,556903.0,147510497.0
Sep2024,CENTRAL BANK OF INDIA,2857.0,1144.0,0.0,39654284.0
Sep2024,INDIAN BANK,4601.0,616.0,35049.0,92515686.0
Sep2024,INDIAN OVERSEAS BANK,2763.0,737.0,11712.0,50885710.0
Sep2024,PUNJAB AND SIND BANK,1049.0,28.0,0.0,6828675.0
Sep2024,PUNJAB NATIONAL BANK,7801.0,4239.0,21674.0,123898107.0
Sep2024,STATE BANK OF INDIA,24713.0,37988.0,555277.0,813309515.0
Sep2024,UCO BANK,2240.0,231.0,0.0,29471030.0
Sep2024,UNION BANK OF INDIA,7671.0,2020.0,54033.0,128740120.0
Sep2024,AXIS BANK LTD,6381.0,8329.0,372639.0,112827017.0
Sep2024,BANDHAN BANK LTD,433.0,5.0,0.0,14217969.0
Sep2024,CITY UNION BANK,1163.0,519.0,1472.0,13923557.0
Sep2024,CSB BANK LTD,723.0,47.0,0.0,2192156.0
Sep2024,DCB BANK LTD,423.0,5.0,0.0,1508997.0
Sep2024,DHANALAKSHMI BANK LTD,241.0,39.0,814.0,1954449.0
Sep2024,FEDERAL BANK LTD,1720.0,330.0,25647.0,39750865.0
Sep2024,HDFC BANK LTD,12237.0,8756.0,1297178.0,220389713.0
Sep2024,ICICI BANK LTD,10000.0,6117.0,324877.0,108231021.0
Sep2024,IDBI BANK LTD,2354.0,887.0,3464.0,26001170.0
Sep2024,IDFC FIRST BANK LTD,902.0,331.0,125617.0,18964138.0
Sep2024,INDUSIND BANK LTD,1895.0,1116.0,122492.0,23263946.0
Sep2024,JAMMU AND KASHMIR BANK LTD,948.0,631.0,39697.0,28165019.0
Sep2024,KARNATAKA BANK LTD,937.0,568.0,0.0,17938329.0
Sep2024,KARUR VYSYA BANK LTD,1477.0,731.0,6053.0,20896352.0
Sep2024,KOTAK MAHINDRA BANK LTD,1848.0,1481.0,144785.0,51932311.0
Sep2024,NAINITAL BANK LTD,0.0,0.0,0.0,331878.0
Sep2024,RBL BANK LTD,370.0,36.0,157745.0,2778244.0
Sep2024,SOUTH INDIAN BANK,911.0,374.0,0.0,14362552.0
Sep2024,TAMILNAD MERCANTILE BANK LTD,507.0,655.0,8091.0,21683202.0
Sep2024,YES BANK LTD,1159.0,164.0,87507.0,11509264.0
Aug2024,BANK OF BARODA,8258.0,2219.0,68998.0,116100857.0
Aug2024,BANK OF INDIA,5330.0,2904.0,54077.0,63972155.0
Aug2024,BANK OF MAHARASHTRA,2115.0,235.0,3994.0,28224845.0
Aug2024,CANARA BANK,8329.0,3886.0,535363.0,153242857.0
Aug2024,CENTRAL BANK OF INDIA,2857.0,1144.0,0.0,40551629.0
Aug2024,INDIAN BANK,4590.0,612.0,37830.0,95594989.0
Aug2024,INDIAN OVERSEAS BANK,2763.0,737.0,11996.0,52329106.0
Aug2024,PUNJAB AND SIND BANK,1044.0,28.0,0.0,6958234.0
Aug2024,PUNJAB NATIONAL BANK,7827.0,4256.0,23594.0,127276881.0
Aug2024,STATE BANK OF INDIA,24233.0,38048.0,585807.0,843961631.0
Aug2024,UCO BANK,2242.0,230.0,0.0,29849550.0
Aug2024,UNION BANK OF INDIA,7672.0,2019.0,53516.0,134686879.0
Aug2024,AXIS BANK LTD,6343.0,8422.0,402426.0,117299637.0
Aug2024,BANDHAN BANK LTD,433.0,5.0,0.0,14137307.0
Aug2024,CITY UNION BANK,1161.0,518.0,1706.0,14323118.0
Aug2024,CSB BANK LTD,720.0,48.0,0.0,2283819.0
Aug2024,DCB BANK LTD,420.0,5.0,0.0,1519351.0
Aug2024,DHANALAKSHMI BANK LTD,241.0,39.0,930.0,2009857.0
Aug2024,FEDERAL BANK LTD,1715.0,335.0,26055.0,41627413.0
Aug2024,HDFC BANK LTD,12211.0,8820.0,1344007.0,232866241.0
Aug2024,ICICI BANK LTD,9920.0,6153.0,340395.0,116444006.0
Aug2024,IDBI BANK LTD,2344.0,912.0,3103.0,26950307.0
Aug2024,IDFC FIRST BANK LTD,899.0,329.0,133867.0,19828992.0
Aug2024,INDUSIND BANK LTD,1881.0,1126.0,124342.0,23861403.0
Aug2024,JAMMU AND KASHMIR BANK LTD,946.0,630.0,40842.0,28960628.0
Aug2024,KARNATAKA BANK LTD,936.0,568.0,0.0,18760292.0
Aug2024,KARUR VYSYA BANK LTD,1469.0,748.0,5696.0,21383057.0
Aug2024,KOTAK MAHINDRA BANK LTD,1828.0,1480.0,159284.0,54588904.0
Aug2024,NAINITAL BANK LTD,0.0,0.0,0.0,324030.0
Aug2024,RBL BANK LTD,371.0,36.0,172635.0,2910479.0
Aug2024,SOUTH INDIAN BANK,911.0,379.0,0.0,14978364.0
Aug2024,TAMILNAD MERCANTILE BANK LTD,507.0,655.0,8602.0,21855572.0
Aug2024,YES BANK LTD,1151.0,161.0,92305.0,11897024.0
Jul2024,BANK OF BARODA,8254.0,2291.0,77758.0,114983813.0
Jul2024,BANK OF INDIA,5330.0,2904.0,58483.0,63589471.0
Jul2024,BANK OF MAHARASHTRA,2096.0,230.0,4434.0,26829377.0
Jul2024,CANARA BANK,8331.0,3924.0,535997.0,150829458.0
Jul2024,CENTRAL BANK OF INDIA,2857.0,1144.0,0.0,39463496.0
Jul2024,INDIAN BANK,4554.0,610.0,38826.0,95115194.0
Jul2024,INDIAN OVERSEAS BANK,2765.0,734.0,12807.0,50776579.0
Jul2024,PUNJAB AND SIND BANK,1039.0,28.0,0.0,6863174.0
Jul2024,PUNJAB NATIONAL BANK,7815.0,4289.0,25492.0,126399762.0
Jul2024,STATE BANK OF INDIA,24172.0,38272.0,594987.0,820030055.0
Jul2024,UCO BANK,2242.0,230.0,0.0,30237568.0
Jul2024,UNION BANK OF INDIA,7673.0,2018.0,56673.0,133815920.0
Jul2024,AXIS BANK LTD,6323.0,8504.0,404582.0,115741106.0
Jul2024,BANDHAN BANK LTD,433.0,5.0,0.0,13562437.0
Jul2024,CITY UNION BANK,1154.0,530.0,1354.0,14420477.0
Jul2024,CSB BANK LTD,715.0,49.0,0.0,2218735.0
Jul2024,DCB BANK LTD,418.0,5.0,0.0,1489725.0
Jul2024,DHANALAKSHMI BANK LTD,241.0,39.0,947.0,1956005.0
Jul2024,FEDERAL BANK LTD,1714.0,332.0,25412.0,40528934.0
Jul2024,HDFC BANK LTD,12162.0,8918.0,1316490.0,226267618.0
Jul2024,ICICI BANK LTD,9929.0,6618.0,334029.0,113140063.0
Jul2024,IDBI BANK LTD,2338.0,936.0,3342.0,26586815.0
Jul2024,IDFC FIRST BANK LTD,899.0,342.0,123519.0,19325089.0
Jul2024,INDUSIND BANK LTD,1875.0,1125.0,129307.0,24759537.0
Jul2024,JAMMU AND KASHMIR BANK LTD,946.0,631.0,39894.0,30192933.0
Jul2024,KARNATAKA BANK LTD,935.0,572.0,0.0,18265107.0
Jul2024,KARUR VYSYA BANK LTD,1467.0,779.0,5393.0,21604280.0
Jul2024,KOTAK MAHINDRA BANK LTD,1811.0,1476.0,166097.0,53422591.0
Jul2024,NAINITAL BANK LTD,0.0,0.0,0.0,331239.0
Jul2024,RBL BANK LTD,364.0,36.0,176123.0,2858606.0
Jul2024,SOUTH INDIAN BANK,911.0,382.0,0.0,14444117.0
Jul2024,TAMILNAD MERCANTILE BANK LTD,505.0,656.0,8560.0,21036514.0
Jul2024,YES BANK LTD,1147.0,163.0,92138.0,12259739.0
Jun2024,BANK OF BARODA,8040.0,2379.0,83856.0,117026201.0
Jun2024,BANK OF INDIA,5329.0,2904.0,57400.0,63901428.0
Jun2024,BANK OF MAHARASHTRA,2078.0,207.0,4229.0,26437955.0
Jun2024,CANARA BANK,8308.0,3948.0,514056.0,154989327.0
Jun2024,CENTRAL BANK OF INDIA,2857.0,1144.0,0.0,41111810.0
Jun2024,INDIAN BANK,4479.0,614.0,35120.0,95651410.0
Jun2024,INDIAN OVERSEAS BANK,2771.0,733.0,11592.0,51148315.0
Jun2024,PUNJAB AND SIND BANK,1028.0,27.0,0.0,6782665.0
Jun2024,PUNJAB NATIONAL BANK,7775.0,4305.0,26569.0,131299586.0
Jun2024,STATE BANK OF INDIA,24103.0,38430.0,548872.0,839110898.0
Jun2024,UCO BANK,2242.0,227.0,0.0,30009600.0
Jun2024,UNION BANK OF INDIA,7675.0,2016.0,63865.0,135179215.0
Jun2024,AXIS BANK LTD,6307.0,8686.0,384223.0,117623369.0
Jun2024,BANDHAN BANK LTD,433.0,5.0,0.0,12600680.0
Jun2024,CITY UNION BANK,1149.0,530.0,1676.0,14442797.0
Jun2024,CSB BANK LTD,710.0,47.0,0.0,2156091.0
Jun2024,DCB BANK LTD,413.0,5.0,0.0,1495627.0
Jun2024,DHANALAKSHMI BANK LTD,241.0,39.0,820.0,1953744.0
Jun2024,FEDERAL BANK LTD,1704.0,335.0,22803.0,40546380.0
Jun2024,HDFC BANK LTD,12114.0,9049.0,1315480.0,231632603.0
Jun2024,ICICI BANK LTD,10166.0,6929.0,331795.0,117196080.0
Jun2024,IDBI BANK LTD,2332.0,961.0,2729.0,27094266.0
Jun2024,IDFC FIRST BANK LTD,898.0,318.0,122547.0,19722420.0
Jun2024,INDUSIND BANK LTD,1863.0,1127.0,133111.0,24816134.0
Jun2024,JAMMU AND KASHMIR BANK LTD,947.0,631.0,39786.0,31575202.0
Jun2024,KARNATAKA BANK LTD,931.0,573.0,0.0,18423034.0
Jun2024,KARUR VYSYA BANK LTD,1467.0,786.0,5666.0,21773493.0
Jun2024,KOTAK MAHINDRA BANK LTD,1800.0,1479.0,177275.0,53928117.0
Jun2024,NAINITAL BANK LTD,0.0,0.0,0.0,362521.0
Jun2024,RBL BANK LTD,362.0,36.0,177173.0,2875299.0
Jun2024,SOUTH INDIAN BANK,911.0,387.0,0.0,14421382.0
Jun2024,TAMILNAD MERCANTILE BANK LTD,504.0,658.0,8886.0,21456300.0
Jun2024,YES BANK LTD,1142.0,164.0,91152.0,12065305.0
May2024,BANK OF BARODA,8176.0,2517.0,87328.0,120753592.0
May2024,BANK OF INDIA,5329.0,2900.0,59059.0,65213405.0
May2024,BANK OF MAHARASHTRA,2045.0,161.0,4589.0,26092948.0
May2024,CANARA BANK,8281.0,3958.0,509330.0,155827575.0
May2024,CENTRAL BANK OF INDIA,2857.0,1144.0,0.0,41610041.0
May2024,INDIAN BANK,4440.0,612.0,37399.0,96856465.0
May2024,INDIAN OVERSEAS BANK,2773.0,732.0,12548.0,51544451.0
May2024,PUNJAB AND SIND BANK,1021.0,27.0,0.0,7312667.0
May2024,PUNJAB NATIONAL BANK,7781.0,4309.0,29865.0,135533618.0
May2024,STATE BANK OF INDIA,24235.0,38570.0,578502.0,849079191.0
May2024,UCO BANK,2243.0,228.0,0.0,30782043.0
May2024,UNION BANK OF INDIA,7681.0,2010.0,59028.0,138159768.0
May2024,AXIS BANK LTD,6296.0,8810.0,407758.0,120589541.0
May2024,BANDHAN BANK LTD,433.0,5.0,0.0,12635959.0
May2024,CITY UNION BANK,1144.0,530.0,1870.0,14550510.0
May2024,CSB BANK LTD,701.0,48.0,0.0,2220364.0
May2024,DCB BANK LTD,413.0,5.0,0.0,1543549.0
May2024,DHANALAKSHMI BANK LTD,241.0,39.0,832.0,2019848.0
May2024,FEDERAL BANK LTD,1695.0,335.0,19811.0,42483527.0
May2024,HDFC BANK LTD,12062.0,9070.0,1351133.0,239575569.0
May2024,ICICI BANK LTD,10103.0,6957.0,355368.0,120788815.0
May2024,IDBI BANK LTD,2328.0,970.0,2791.0,27950539.0
May2024,IDFC FIRST BANK LTD,894.0,308.0,128038.0,20512513.0
May2024,INDUSIND BANK LTD,1854.0,1133.0,139424.0,24152175.0
May2024,JAMMU AND KASHMIR BANK LTD,943.0,628.0,37698.0,29607393.0
May2024,KARNATAKA BANK LTD,923.0,580.0,0.0,19150164.0
May2024,KARUR VYSYA BANK LTD,1467.0,798.0,6132.0,22098396.0
May2024,KOTAK MAHINDRA BANK LTD,1788.0,1476.0,210507.0,56162567.0
May2024,NAINITAL BANK LTD,0.0,0.0,0.0,387254.0
May2024,RBL BANK LTD,361.0,36.0,174945.0,3009552.0
May2024,SOUTH INDIAN BANK,910.0,407.0,0.0,15049951.0
May2024,TAMILNAD MERCANTILE BANK LTD,503.0,659.0,8850.0,21978979.0
May2024,YES BANK LTD,1145.0,168.0,90508.0,12716157.0
Apr2024,BANK OF BARODA,8083.0,2631.0,96521.0,125165874.0
Apr2024,BANK OF INDIA,5329.0,2900.0,54595.0,67443079.0
Apr2024,BANK OF MAHARASHTRA,1970.0,85.0,4489.0,26355974.0
Apr2024,CANARA BANK,8217.0,3953.0,485351.0,158401733.0
Apr2024,CENTRAL BANK OF INDIA,2857.0,1144.0,0.0,43634101.0
Apr2024,INDIAN BANK,4383.0,606.0,35367.0,96728777.0
Apr2024,INDIAN OVERSEAS BANK,2773.0,732.0,12192.0,51395640.0
Apr2024,PUNJAB AND SIND BANK,1012.0,26.0,0.0,7258596.0
Apr2024,PUNJAB NATIONAL BANK,7797.0,4306.0,29306.0,136119396.0
Apr2024,STATE BANK OF INDIA,24660.0,38673.0,622346.0,875579264.0
Apr2024,UCO BANK,2249.0,229.0,0.0,31784305.0
Apr2024,UNION BANK OF INDIA,7687.0,2004.0,77297.0,141138883.0
Apr2024,AXIS BANK LTD,6284.0,9574.0,436086.0,122995138.0
Apr2024,BANDHAN BANK LTD,433.0,5.0,6.0,12816893.0
Apr2024,CITY UNION BANK,1147.0,534.0,1708.0,13858321.0
Apr2024,CSB BANK LTD,692.0,49.0,0.0,2231149.0
Apr2024,DCB BANK LTD,413.0,5.0,0.0,1535370.0
Apr2024,DHANALAKSHMI BANK LTD,240.0,40.0,930.0,2041222.0
Apr2024,FEDERAL BANK LTD,1687.0,336.0,14427.0,42765547.0
Apr2024,HDFC BANK LTD,11904.0,9114.0,1375011.0,241824146.0
Apr2024,ICICI BANK LTD,10068.0,7100.0,370288.0,122356484.0
Apr2024,IDBI BANK LTD,2326.0,982.0,2691.0,28728002.0
Apr2024,IDFC FIRST BANK LTD,883.0,308.0,127469.0,20829166.0
Apr2024,INDUSIND BANK LTD,1838.0,1138.0,152375.0,26162593.0
Apr2024,JAMMU AND KASHMIR BANK LTD,942.0,627.0,38331.0,31985273.0
Apr2024,KARNATAKA BANK LTD,918.0,579.0,0.0,19136713.0
Apr2024,KARUR VYSYA BANK LTD,1469.0,801.0,4973.0,21387536.0
Apr2024,KOTAK MAHINDRA BANK LTD,1770.0,1480.0,229505.0,57756048.0
Apr2024,NAINITAL BANK LTD,0.0,0.0,0.0,383497.0
Apr2024,RBL BANK LTD,360.0,36.0,196976.0,3146324.0
Apr2024,SOUTH INDIAN BANK,910.0,410.0,0.0,14922092.0
Apr2024,TAMILNAD MERCANTILE BANK LTD,502.0,659.0,7980.0,20826095.0
Apr2024,YES BANK LTD,1130.0,167.0,101903.0,13372970.0
Mar2024,BANK OF BARODA,8417.0,2634.0,92331.0,130795684.0
Mar2024,BANK OF INDIA,5329.0,2900.0,59590.0,70581901.0
Mar2024,BANK OF MAHARASHTRA,1865.0,36.0,4569.0,28150462.0
Mar2024,CANARA BANK,8198.0,3958.0,539242.0,165926172.0
Mar2024,CENTRAL BANK OF INDIA,2857.0,1144.0,0.0,45426998.0
Mar2024,INDIAN BANK,4336.0,601.0,36743.0,101754560.0
Mar2024,INDIAN OVERSEAS BANK,2774.0,731.0,12353.0,53898892.0
Mar2024,PUNJAB AND SIND BANK,1009.0,26.0,0.0,7528994.0
Mar2024,PUNJAB NATIONAL BANK,7794.0,4337.0,29930.0,148356463.0
Mar2024,STATE BANK OF INDIA,24513.0,39067.0,584020.0,889019427.0
Mar2024,UCO BANK,2249.0,228.0,0.0,32960163.0
Mar2024,UNION BANK OF INDIA,7692.0,1999.0,98683.0,148684435.0
Mar2024,AXIS BANK LTD,6244.0,9760.0,389415.0,131400142.0
Mar2024,BANDHAN BANK LTD,433.0,5.0,22.0,13832656.0
Mar2024,CITY UNION BANK,1140.0,537.0,1442.0,14724195.0
Mar2024,CSB BANK LTD,683.0,48.0,0.0,2334379.0
Mar2024,DCB BANK LTD,413.0,5.0,0.0,1653904.0
Mar2024,DHANALAKSHMI BANK LTD,239.0,41.0,857.0,2133077.0
Mar2024,FEDERAL BANK LTD,1678.0,335.0,21739.0,44110977.0
Mar2024,HDFC BANK LTD,11649.0,9289.0,1309383.0,258117875.0
Mar2024,ICICI BANK LTD,9994.0,7189.0,351161.0,132751615.0
Mar2024,IDBI BANK LTD,2317.0,986.0,2608.0,30686691.0
Mar2024,IDFC FIRST BANK LTD,853.0,311.0,130186.0,21988524.0
Mar2024,INDUSIND BANK LTD,1820.0,1136.0,150134.0,28828321.0
Mar2024,JAMMU AND KASHMIR BANK LTD,943.0,626.0,40717.0,29828709.0
Mar2024,KARNATAKA BANK LTD,916.0,579.0,0.0,20038759.0
Mar2024,KARUR VYSYA BANK LTD,1463.0,799.0,6453.0,22483637.0
Mar2024,KOTAK MAHINDRA BANK LTD,1766.0,1525.0,217466.0,61076644.0
Mar2024,NAINITAL BANK LTD,0.0,0.0,0.0,396266.0
Mar2024,RBL BANK LTD,359.0,36.0,186381.0,3645841.0
