Date,Bank Name,Atm's on-site,Atm's off-site,Credit card cash withdraw,Debit card cash withdraw
Apr2020,JAMMU AND KASHMIR BANK,590.0,764.0,101.0,165964.0
Apr2020,KARNATAKA BANK LTD,348.0,674.0,0.0,82998.0
Apr2020,KARUR VYSYA BANK LTD,745.0,914.0,3.0,87163.0
Apr2020,KOTAK MAHINDRA BANK LTD,1273.0,1251.0,102.0,133496.0
Apr2020,RATNAKAR BANK LIMITED,289.0,97.0,4772.0,11076.0
Apr2020,SOUTH INDIAN BANK,817.0,607.0,0.0,51982.0
Apr2020,TAMILNAD MERCANTILE BANK LTD,589.0,732.0,48.0,104699.0
Apr2020,THE LAXMI VILAS BANK LTD,445.0,528.0,0.0,14834.0
Apr2020,YES BANK LTD,1002.0,347.0,180.0,32916.0
Mar2020,,1.0,2.0,8.0,13.0
Mar2020,Scheduled Commercial Banks,,,,
Mar2020,Public Sector Banks,,,,
Mar2020,ALLAHABAD BANK,869.0,94.0,0.0,211306.0
Mar2020,ANDHRA BANK,3027.0,766.0,408.0,434437.0
Mar2020,BANK OF BARODA,9354.0,3839.0,560.0,1120781.0
Mar2020,BANK OF INDIA,2413.0,3337.0,831.0,645229.0
Mar2020,BANK OF MAHARASHTRA,1381.0,545.0,0.0,255670.0
Mar2020,CANARA BANK,4734.0,4038.0,2516.0,1043516.0
Mar2020,CENTRAL BANK OF INDIA,2752.0,890.0,55.0,444491.0
Mar2020,CORPORATION BANK,2267.0,356.0,72.0,258285.0
Mar2020,INDIAN BANK,3359.0,700.0,238.0,834984.0
Mar2020,INDIAN OVERSEAS BANK,2678.0,354.0,38.0,471595.0
Mar2020,ORIENTAL BANK OF COMMERCE,2340.0,272.0,0.0,213593.0
Mar2020,PUNJAB AND SIND BANK,1024.0,30.0,0.0,60426.0
Mar2020,PUNJAB NATIONAL BANK,5430.0,3738.0,94.0,994975.0
Mar2020,SYNDICATE BANK,4172.0,401.0,97.0,331786.0
Mar2020,UCO BANK,2050.0,186.0,0.0,232191.0
Mar2020,UNION BANK OF INDIA,3979.0,2916.0,152.0,286724.0
Mar2020,UNITED BANK OF INDIA,1021.0,996.0,9.26,213843.0
Mar2020,IDBI LTD,2207.0,1476.0,35.0,358934.0
Mar2020,STATE BANK OF INDIA,25634.0,32921.0,5036.0,8850193.0
Mar2020,Private Sector Banks,,,,
Mar2020,AXIS BANK LTD,5447.0,12030.0,2497.0,1248805.0
Mar2020,BANDHAN BANK LTD,485.0,0.0,0.0,82832.0
Mar2020,CATHOLIC SYRIAN BANK LTD,248.0,51.0,0.0,17438.0
Mar2020,CITY UNION BANK,1110.0,683.0,6.0,106922.0
Mar2020,DCB BANK LTD,299.0,205.0,49.0,25219.0
Mar2020,DHANALAKSHMI BANK LTD,201.0,53.0,6.0,16101.0
Mar2020,FEDERAL BANK LTD,1480.0,457.0,0.0,326826.0
Mar2020,HDFC BANK LTD,6268.0,7793.0,10865.0,1893249.0
Mar2020,ICICI BANK LTD,7258.0,10172.0,2223.0,1505185.0
Mar2020,IDFC Bank Limited,336.0,21.0,0.0,74817.0
Mar2020,INDUSIND BANK LTD,1255.0,1505.0,881.0,170571.0
Mar2020,JAMMU AND KASHMIR BANK,590.0,764.0,302.0,280448.0
Mar2020,KARNATAKA BANK LTD,348.0,675.0,0.0,172731.0
Mar2020,KARUR VYSYA BANK LTD,744.0,915.0,10.0,223896.0
Mar2020,KOTAK MAHINDRA BANK LTD,1269.0,1250.0,1631.0,332360.0
Mar2020,RATNAKAR BANK LIMITED,289.0,100.0,4998.0,26716.0
Mar2020,SOUTH INDIAN BANK,817.0,607.0,0.0,111993.0
Mar2020,TAMILNAD MERCANTILE BANK LTD,592.0,729.0,105.0,199201.0
Mar2020,THE LAXMI VILAS BANK LTD,445.0,528.0,0.0,38596.0
Mar2020,YES BANK LTD,1002.0,348.0,357.53,160927.0
Feb2020,,1.0,2.0,8.0,13.0
Feb2020,Scheduled Commercial Banks,,,,
Feb2020,Public Sector Banks,,,,
Feb2020,ALLAHABAD BANK,805.0,95.0,0.0,234523.0
Feb2020,ANDHRA BANK,3024.0,769.0,417.0,486268.0
Feb2020,BANK OF BARODA,9349.0,3844.0,620.0,1244649.0
Feb2020,BANK OF INDIA,2408.0,3342.0,878.0,723384.0
Feb2020,BANK OF MAHARASHTRA,1382.0,545.0,0.0,293418.0
Feb2020,CANARA BANK,4751.0,4069.0,2602.0,1132013.0
Feb2020,CENTRAL BANK OF INDIA,2761.0,889.0,71.0,501065.0
Feb2020,CORPORATION BANK,2462.0,427.0,82.0,288627.0
Feb2020,INDIAN BANK,3332.0,700.0,256.0,722616.0
Feb2020,INDIAN OVERSEAS BANK,2676.0,348.0,60.0,520830.0
Feb2020,ORIENTAL BANK OF COMMERCE,2337.0,266.0,0.0,240799.0
Feb2020,PUNJAB AND SIND BANK,1021.0,31.0,0.0,67244.0
Feb2020,PUNJAB NATIONAL BANK,5426.0,3731.0,109.0,1167011.0
Feb2020,SYNDICATE BANK,4174.0,401.0,104.0,382898.0
Feb2020,UCO BANK,2014.0,179.0,0.0,260422.0
Feb2020,UNION BANK OF INDIA,3978.0,2894.0,155.0,916553.0
Feb2020,UNITED BANK OF INDIA,1021.0,996.0,9.0,231103.0
Feb2020,IDBI LTD,2207.0,1478.0,33.0,397289.0
Feb2020,STATE BANK OF INDIA,25650.0,32977.0,5472.0,9955362.0
Feb2020,Private Sector Banks,,,,
Feb2020,AXIS BANK LTD,5415.0,12052.0,2782.0,1400644.0
Feb2020,BANDHAN BANK LTD,485.0,0.0,0.0,89308.0
Feb2020,CATHOLIC SYRIAN BANK LTD,247.0,51.0,0.0,19992.0
Feb2020,CITY UNION BANK,1088.0,683.0,6.0,118919.0
Feb2020,DCB BANK LTD,299.0,205.0,53.0,28388.0
Feb2020,DHANALAKSHMI BANK LTD,201.0,52.0,6.62,17943.0
Feb2020,FEDERAL BANK LTD,1474.0,501.0,0.0,378494.0
Feb2020,HDFC BANK LTD,6253.0,7741.0,11599.0,2118257.0
Feb2020,ICICI BANK LTD,7249.0,10169.0,2654.0,1706912.0
Feb2020,IDFC Bank Limited,329.0,16.0,0.0,84617.0
Feb2020,INDUSIND BANK LTD,1244.0,1507.0,900.0,187701.0
Feb2020,JAMMU AND KASHMIR BANK,767.0,583.0,360.0,318455.0
Feb2020,KARNATAKA BANK LTD,344.0,692.0,0.0,186611.0
Feb2020,KARUR VYSYA BANK LTD,746.0,912.0,7.0,247900.0
Feb2020,KOTAK MAHINDRA BANK LTD,1256.0,1236.0,1695.0,369117.0
Feb2020,RATNAKAR BANK LIMITED,284.0,106.0,4065.0,29459.0
Feb2020,SOUTH INDIAN BANK,809.0,604.0,0.0,127989.0
Feb2020,TAMILNAD MERCANTILE BANK LTD,589.0,732.0,112.0,226245.0
Feb2020,THE LAXMI VILAS BANK LTD,451.0,540.0,0.0,39951.0
Feb2020,YES BANK LTD,999.0,346.0,652.0,134955.0
Jan2020,Bank Name,1.0,2.0,8.0,13.0
Jan2020,ALLAHABAD BANK,771.0,95.0,0.0,237009.0
Jan2020,ANDHRA BANK,3024.0,773.0,437.0,580101.0
Jan2020,BANK OF BARODA,9320.0,3847.0,638.0,1379388.0
Jan2020,BANK OF INDIA,2407.0,3343.0,866.0,752835.0
Jan2020,BANK OF MAHARASHTRA,1389.0,545.0,0.0,307794.0
Jan2020,CANARA BANK,4755.0,4065.0,2996.0,1226966.0
Jan2020,CENTRAL BANK OF INDIA,2759.0,885.0,80.0,511044.0
Jan2020,CORPORATION BANK,2424.0,425.0,81.0,300432.0
Jan2020,INDIAN BANK,3305.0,703.0,279.0,728381.0
Jan2020,INDIAN OVERSEAS BANK,2673.0,351.0,36.0,531376.0
Jan2020,ORIENTAL BANK OF COMMERCE,2341.0,267.0,0.0,253500.0
Jan2020,PUNJAB AND SIND BANK,1019.0,31.0,0.0,68962.0
Jan2020,PUNJAB NATIONAL BANK,5406.0,3713.0,108.0,1193078.0
Jan2020,SYNDICATE BANK,4174.0,403.0,90.0,403058.0
Jan2020,UCO BANK,1960.0,176.0,0.0,264405.0
Jan2020,UNION BANK OF INDIA,3949.0,2892.0,173.0,941742.0
Jan2020,UNITED BANK OF INDIA,1016.0,1001.0,10.0,233302.0
Jan2020,IDBI LTD,2209.0,1477.0,39.0,412032.0
Jan2020,STATE BANK OF INDIA,25594.0,32910.0,6083.0,10449269.0
Jan2020,AXIS BANK LTD,5392.0,12113.0,3132.0,1501677.0
Jan2020,BANDHAN BANK LTD,485.0,0.0,0.0,90216.0
Jan2020,CATHOLIC SYRIAN BANK LTD,245.0,52.0,0.0,20631.0
Jan2020,CITY UNION BANK,1073.0,685.0,7.0,116994.0
Jan2020,DCB BANK LTD,299.0,205.0,62.0,29788.0
Jan2020,DHANALAKSHMI BANK LTD,202.0,50.0,6.81,18969.0
Jan2020,FEDERAL BANK LTD,1468.0,500.0,0.0,403510.0
Jan2020,HDFC BANK LTD,6238.0,7678.0,12240.0,2161833.0
Jan2020,ICICI BANK LTD,7227.0,10137.0,2027.0,1778530.0
Jan2020,IDFC Bank Limited,293.0,14.0,0.0,82353.0
Jan2020,INDUSIND BANK LTD,1232.0,1510.0,955.0,189026.0
Jan2020,JAMMU AND KASHMIR BANK,767.0,582.0,406.0,299249.0
Jan2020,KARNATAKA BANK LTD,342.0,701.0,0.0,195262.0
Jan2020,KARUR VYSYA BANK LTD,743.0,911.0,7.0,254299.0
Jan2020,KOTAK MAHINDRA BANK LTD,1247.0,1220.0,1860.0,373179.0
Jan2020,RATNAKAR BANK LIMITED,278.0,108.0,4172.0,30471.0
Jan2020,SOUTH INDIAN BANK,806.0,600.0,0.0,134526.0
Jan2020,TAMILNAD MERCANTILE BANK LTD,589.0,731.0,110.0,214798.0
Jan2020,THE LAXMI VILAS BANK LTD,457.0,540.0,0.0,42366.0
Jan2020,YES BANK LTD,997.0,340.0,657.0,142293.0
Dec2019,Bank Name,1.0,2.0,8.0,13.0
Dec2019,ALLAHABAD BANK,734.0,94.0,0.0,232161.0
Dec2019,ANDHRA BANK,3025.0,772.0,524.6,490050.0
Dec2019,BANK OF BARODA,9327.0,3834.0,720.1,1318599.3
Dec2019,BANK OF INDIA,2404.0,3346.0,906.0,727542.2
Dec2019,BANK OF MAHARASHTRA,1386.0,548.0,0.0,295239.2
Dec2019,CANARA BANK,4755.0,4066.0,2893.1,1209874.5
Dec2019,CENTRAL BANK OF INDIA,2746.0,882.0,82.6,501440.7
Dec2019,CORPORATION BANK,2408.0,405.0,86.9,289641.1
Dec2019,INDIAN BANK,3289.0,699.0,289.5,703500.2
Dec2019,INDIAN OVERSEAS BANK,2671.0,342.0,42.4,519849.4
Dec2019,ORIENTAL BANK OF COMMERCE,2341.0,262.0,0.0,245807.4
Dec2019,PUNJAB AND SIND BANK,1016.0,31.0,0.0,66393.3
Dec2019,PUNJAB NATIONAL BANK,5378.0,3693.0,138.1,1144941.3
Dec2019,SYNDICATE BANK,4165.0,406.0,99.6,385329.7
Dec2019,UCO BANK,1872.0,176.0,0.0,252492.8
Dec2019,UNION BANK OF INDIA,3845.0,2841.0,168.8,904479.9
Dec2019,UNITED BANK OF INDIA,1013.0,1004.0,11.3,293268.1
Dec2019,IDBI LTD,2209.0,1474.0,40.1,402864.0
Dec2019,STATE BANK OF INDIA,25651.0,32948.0,6174.2,10394889.9
Dec2019,AXIS BANK LTD,5334.0,12093.0,3209.9,1423261.9
Dec2019,BANDHAN BANK LTD,485.0,0.0,0.0,87005.9
Dec2019,CATHOLIC SYRIAN BANK LTD,242.0,50.0,0.0,20390.4
Dec2019,CITY UNION BANK,1072.0,685.0,10.1,115878.2
Dec2019,DCB BANK LTD,296.0,205.0,2210.3,26761.0
Dec2019,DHANALAKSHMI BANK LTD,224.0,122.0,9.1,18670.5
Dec2019,FEDERAL BANK LTD,1467.0,498.0,0.0,403610.6
Dec2019,HDFC BANK LTD,6224.0,7625.0,11963.5,2146411.2
Dec2019,ICICI BANK LTD,7149.0,10094.0,2058.2,1784090.2
Dec2019,IDFC Bank Limited,259.0,13.0,0.0,75438.4
Dec2019,INDUSIND BANK LTD,1221.0,1500.0,995.2,183226.5
Dec2019,JAMMU AND KASHMIR BANK,765.0,577.0,420.5,321468.2
Dec2019,KARNATAKA BANK LTD,342.0,701.0,0.0,186839.8
Dec2019,KARUR VYSYA BANK LTD,739.0,911.0,12.2,256583.4
Dec2019,KOTAK MAHINDRA BANK LTD,1241.0,1206.0,1887.2,363713.1
Dec2019,RATNAKAR BANK LIMITED,274.0,109.0,4081.5,30413.4
Dec2019,SOUTH INDIAN BANK,803.0,598.0,0.0,137211.3
Dec2019,TAMILNAD MERCANTILE BANK LTD,588.0,731.0,114.5,207710.6
Dec2019,THE LAXMI VILAS BANK LTD,457.0,562.0,0.0,40925.6
Dec2019,YES BANK LTD,990.0,338.0,619.8,139566.8
Nov2019,Bank Name,1.0,2.0,8.0,13.0
Nov2019,ALLAHABAD BANK,802.0,107.0,0.0,228502.0
Nov2019,ANDHRA BANK,3025.0,772.0,503.0,464945.5
Nov2019,BANK OF BARODA,9290.0,3782.0,722.7,1207799.1
Nov2019,BANK OF INDIA,2438.0,3387.0,900.0,695896.1
Nov2019,BANK OF MAHARASHTRA,1386.0,549.0,0.0,278285.2
Nov2019,CANARA BANK,4747.0,4060.0,2755.6,1231703.0
Nov2019,CENTRAL BANK OF INDIA,2701.0,860.0,79.8,487766.2
Nov2019,CORPORATION BANK,2392.0,494.0,91.9,282311.8
Nov2019,INDIAN BANK,3291.0,703.0,205.9,683234.5
Nov2019,INDIAN OVERSEAS BANK,2672.0,336.0,35.7,501563.3
Nov2019,ORIENTAL BANK OF COMMERCE,2341.0,265.0,0.0,247314.4
Nov2019,PUNJAB AND SIND BANK,1014.0,31.0,0.0,64337.7
Nov2019,PUNJAB NATIONAL BANK,5374.0,3681.0,134.3,1157642.2
Nov2019,SYNDICATE BANK,4161.0,403.0,97.4,374720.9
Nov2019,UCO BANK,1909.0,177.0,0.0,248762.8
Nov2019,UNION BANK OF INDIA,3914.0,2845.0,162.3,877677.8
Nov2019,UNITED BANK OF INDIA,1011.0,1006.0,11.0,287660.4
Nov2019,IDBI LTD,2210.0,1481.0,34.3,387690.9
Nov2019,STATE BANK OF INDIA,25602.0,32947.0,4754.0,10093259.4
Nov2019,AXIS BANK LTD,5323.0,12112.0,3230.1,1394585.9
Nov2019,BANDHAN BANK LTD,485.0,0.0,0.0,85600.3
Nov2019,CATHOLIC SYRIAN BANK LTD,240.0,50.0,0.0,19488.3
Nov2019,CITY UNION BANK,1050.0,681.0,12.8,111712.7
Nov2019,DCB BANK LTD,297.0,205.0,1911.3,24560.0
Nov2019,DHANALAKSHMI BANK LTD,224.0,122.0,6.1,18239.1
Nov2019,FEDERAL BANK LTD,1462.0,496.0,0.0,382180.1
Nov2019,HDFC BANK LTD,6210.0,7484.0,10967.3,2078487.4
Nov2019,ICICI BANK LTD,7033.0,10039.0,1897.1,1674338.0
Nov2019,IDFC Bank Limited,253.0,12.0,0.0,87939.0
Nov2019,INDUSIND BANK LTD,1205.0,1497.0,926.7,177204.4
Nov2019,JAMMU AND KASHMIR BANK,759.0,578.0,305.0,289721.7
Nov2019,KARNATAKA BANK LTD,334.0,703.0,0.0,181283.6
Nov2019,KARUR VYSYA BANK LTD,735.0,908.0,13.5,241643.4
Nov2019,KOTAK MAHINDRA BANK LTD,1237.0,1198.0,1763.2,363577.4
Nov2019,RATNAKAR BANK LIMITED,271.0,131.0,3943.6,28850.8
Nov2019,SOUTH INDIAN BANK,802.0,597.0,0.0,129986.6
Nov2019,TAMILNAD MERCANTILE BANK LTD,578.0,725.0,104.1,212734.7
Nov2019,THE LAXMI VILAS BANK LTD,458.0,587.0,0.0,40216.9
Nov2019,YES BANK LTD,984.0,340.0,549.3,137364.1
Oct2019,Bank Name,1.0,2.0,8.0,13.0
Oct2019,ALLAHABAD BANK,778.0,107.0,0.0,260300.0
Oct2019,ANDHRA BANK,3025.0,772.0,560.4,493458.8
Oct2019,BANK OF BARODA,9332.0,3821.0,769.6,1452851.8
Oct2019,BANK OF INDIA,2433.0,3392.0,925.3,775416.2
Oct2019,BANK OF MAHARASHTRA,1308.0,552.0,0.0,322938.9
Oct2019,CANARA BANK,4715.0,4066.0,2823.5,1270853.5
Oct2019,CENTRAL BANK OF INDIA,2654.0,852.0,85.8,544819.3
Oct2019,CORPORATION BANK,2315.0,491.0,82.4,309212.6
Oct2019,INDIAN BANK,3280.0,696.0,192.0,739339.0
Oct2019,INDIAN OVERSEAS BANK,2674.0,325.0,35.0,647155.2
Oct2019,ORIENTAL BANK OF COMMERCE,2345.0,272.0,0.0,272445.0
Oct2019,PUNJAB AND SIND BANK,1014.0,31.0,0.0,66623.7
Oct2019,PUNJAB NATIONAL BANK,5365.0,3661.0,132.9,1277080.3
Oct2019,SYNDICATE BANK,4155.0,404.0,86.2,393511.8
Oct2019,UCO BANK,2067.0,286.0,0.0,269895.7
Oct2019,UNION BANK OF INDIA,3914.0,2819.0,161.4,955614.9
Oct2019,UNITED BANK OF INDIA,1006.0,1011.0,0.6,308294.0
Oct2019,IDBI LTD,2209.0,1482.0,42.1,470164.6
Oct2019,STATE BANK OF INDIA,25602.0,32935.0,4970.7,11550850.2
Oct2019,AXIS BANK LTD,5322.0,12143.0,3454.7,1545292.0
Oct2019,BANDHAN BANK LTD,485.0,0.0,0.0,87443.1
Oct2019,CATHOLIC SYRIAN BANK LTD,240.0,50.0,0.0,26122.8
Oct2019,CITY UNION BANK,1053.0,684.0,15.6,123333.6
Oct2019,DCB BANK LTD,298.0,205.0,1966.4,28907.3
Oct2019,DHANALAKSHMI BANK LTD,223.0,123.0,2.6,18749.2
Oct2019,FEDERAL BANK LTD,1113.0,487.0,0.0,457446.7
Oct2019,HDFC BANK LTD,6202.0,7438.0,12064.6,2234979.5
Oct2019,ICICI BANK LTD,5416.0,9956.0,1919.8,1851596.7
Oct2019,IDFC Bank Limited,232.0,9.0,0.0,97655.8
Oct2019,INDUSIND BANK LTD,1189.0,1498.0,949.6,194060.9
Oct2019,JAMMU AND KASHMIR BANK,748.0,580.0,387.2,304897.8
Oct2019,KARNATAKA BANK LTD,772.0,727.0,0.0,188270.8
Oct2019,KARUR VYSYA BANK LTD,736.0,904.0,12.6,259655.4
Oct2019,KOTAK MAHINDRA BANK LTD,1233.0,1205.0,1882.4,408411.7
Oct2019,RATNAKAR BANK LIMITED,266.0,136.0,4132.9,32434.1
Oct2019,SOUTH INDIAN BANK,801.0,597.0,0.0,130523.1
Oct2019,TAMILNAD MERCANTILE BANK LTD,473.0,683.0,102.2,228397.8
Oct2019,THE LAXMI VILAS BANK LTD,458.0,587.0,0.0,45284.0
Oct2019,YES BANK LTD,976.0,336.0,574.5,165632.8
Sep2019,Bank Name,1.0,2.0,8.0,13.0
Sep2019,ALLAHABAD BANK,760.0,104.0,0.0,223500.0
Sep2019,ANDHRA BANK,3024.0,773.0,494.7,286848.6
Sep2019,BANK OF BARODA,9332.0,3821.0,820.5,1211873.1
Sep2019,BANK OF INDIA,2470.0,3355.0,926.2,660231.9
Sep2019,BANK OF MAHARASHTRA,1304.0,556.0,0.0,267237.8
Sep2019,CANARA BANK,4731.0,4070.0,2347.7,1171931.1
Sep2019,CENTRAL BANK OF INDIA,2197.0,679.0,87.1,466568.5
Sep2019,CORPORATION BANK,2313.0,532.0,87.5,270332.7
Sep2019,INDIAN BANK,3265.0,691.0,195.0,656687.0
Sep2019,INDIAN OVERSEAS BANK,2551.0,444.0,32.5,572212.4
Sep2019,ORIENTAL BANK OF COMMERCE,2345.0,280.0,0.0,234456.0
Sep2019,PUNJAB AND SIND BANK,1014.0,31.0,0.0,59242.1
Sep2019,PUNJAB NATIONAL BANK,5328.0,3657.0,129.4,1076693.3
Sep2019,SYNDICATE BANK,4146.0,407.0,91.3,352311.9
Sep2019,UCO BANK,2064.0,313.0,0.0,236899.1
Sep2019,UNION BANK OF INDIA,3949.0,2849.0,156.5,811863.0
Sep2019,UNITED BANK OF INDIA,1006.0,1011.0,9.1,301704.6
Sep2019,IDBI LTD,2209.0,1484.0,43.2,390890.4
Sep2019,STATE BANK OF INDIA,25588.0,32979.0,4953.9,10297054.5
Sep2019,AXIS BANK LTD,5250.0,12065.0,3662.0,1325119.7
Sep2019,BANDHAN BANK LTD,485.0,0.0,0.0,82748.9
Sep2019,CATHOLIC SYRIAN BANK LTD,240.0,50.0,0.0,23473.5
Sep2019,CITY UNION BANK,1040.0,684.0,17.7,109528.9
Sep2019,DCB BANK LTD,294.0,205.0,1565.0,25265.8
Sep2019,DHANALAKSHMI BANK LTD,222.0,124.0,2.3,18920.8
Sep2019,FEDERAL BANK LTD,1111.0,487.0,0.0,432549.1
Sep2019,HDFC BANK LTD,6131.0,7383.0,11326.8,1896846.0
Sep2019,ICICI BANK LTD,5304.0,9855.0,1842.5,1598764.7
Sep2019,IDFC Bank Limited,207.0,9.0,0.0,78017.1
Sep2019,INDUSIND BANK LTD,1171.0,1491.0,924.1,169268.0
Sep2019,JAMMU AND KASHMIR BANK,743.0,581.0,336.3,244852.2
Sep2019,KARNATAKA BANK LTD,732.0,771.0,0.0,172684.1
Sep2019,KARUR VYSYA BANK LTD,734.0,907.0,12.6,240795.6
Sep2019,KOTAK MAHINDRA BANK LTD,1228.0,1201.0,1828.9,344883.0
Sep2019,RATNAKAR BANK LIMITED,259.0,135.0,3917.7,27051.7
Sep2019,SOUTH INDIAN BANK,800.0,593.0,0.0,124930.1
Sep2019,TAMILNAD MERCANTILE BANK LTD,473.0,683.0,106.0,205086.0
Sep2019,THE LAXMI VILAS BANK LTD,458.0,587.0,0.0,40130.0
Sep2019,YES BANK LTD,973.0,332.0,374.8,135655.9
Aug2019,Bank Name,1.0,2.0,8.0,13.0
Aug2019,ALLAHABAD BANK,740.0,100.0,0.0,224665.7
Aug2019,ANDHRA BANK,3026.0,772.0,601.7,448884.0
Aug2019,BANK OF BARODA,9400.0,3831.0,863.9,1322241.7
Aug2019,BANK OF INDIA,2632.0,3429.0,1070.0,689971.5
Aug2019,BANK OF MAHARASHTRA,1304.0,556.0,0.0,276310.5
Aug2019,CANARA BANK,4746.0,4068.0,2815.4,1156493.8
Aug2019,CENTRAL BANK OF INDIA,2594.0,831.0,100.7,473577.2
Aug2019,CORPORATION BANK,2307.0,561.0,95.9,279720.0
Aug2019,INDIAN BANK,3249.0,690.0,223.0,681288.0
Aug2019,INDIAN OVERSEAS BANK,2543.0,442.0,35.5,585067.5
Aug2019,ORIENTAL BANK OF COMMERCE,2349.0,281.0,0.0,242057.0
Aug2019,PUNJAB AND SIND BANK,1014.0,31.0,0.0,61120.1
Aug2019,PUNJAB NATIONAL BANK,5277.0,3651.0,146.7,1098392.8
Aug2019,SYNDICATE BANK,4140.0,407.0,109.9,380223.7
Aug2019,UCO BANK,2059.0,309.0,0.0,241145.0
Aug2019,UNION BANK OF INDIA,3933.0,2797.0,183.0,837763.8
Aug2019,UNITED BANK OF INDIA,1003.0,1014.0,12.7,287439.8
Aug2019,IDBI LTD,2208.0,1491.0,42.1,404638.9
Aug2019,STATE BANK OF INDIA,25667.0,32995.0,5326.4,10763033.5
Aug2019,AXIS BANK LTD,5292.0,12019.0,4131.2,1386518.6
Aug2019,BANDHAN BANK LTD,484.0,0.0,0.0,82036.2
Aug2019,CATHOLIC SYRIAN BANK LTD,240.0,50.0,0.0,22496.4
Aug2019,CITY UNION BANK,1033.0,683.0,20.9,110817.4
Aug2019,DCB BANK LTD,294.0,212.0,1086.2,26766.7
Aug2019,DHANALAKSHMI BANK LTD,222.0,124.0,3.2,18602.3
Aug2019,FEDERAL BANK LTD,1114.0,492.0,0.0,437033.0
Aug2019,HDFC BANK LTD,6079.0,7350.0,11369.7,2006358.9
Aug2019,ICICI BANK LTD,5197.0,9873.0,1763.3,1715138.5
Aug2019,IDFC Bank Limited,196.0,9.0,0.0,84195.7
Aug2019,INDUSIND BANK LTD,1157.0,1489.0,999.9,179865.5
Aug2019,JAMMU AND KASHMIR BANK,741.0,580.0,349.6,235585.6
Aug2019,KARNATAKA BANK LTD,745.0,769.0,0.0,179260.5
Aug2019,KARUR VYSYA BANK LTD,732.0,910.0,14.0,254228.3
Aug2019,KOTAK MAHINDRA BANK LTD,1222.0,1196.0,1935.5,360549.2
Aug2019,RATNAKAR BANK LIMITED,248.0,134.0,4070.9,27853.4
Aug2019,SOUTH INDIAN BANK,800.0,596.0,0.0,127069.1
Aug2019,TAMILNAD MERCANTILE BANK LTD,473.0,683.0,119.5,221396.9
Aug2019,THE LAXMI VILAS BANK LTD,458.0,587.0,0.0,41913.0
Aug2019,YES BANK LTD,973.0,334.0,426.7,141307.1
Jul2019,Bank Name,1.0,2.0,8.0,13.0
Jul2019,ALLAHABAD BANK,700.0,100.0,0.0,219900.0
Jul2019,ANDHRA BANK,3026.0,772.0,581.0,458411.5
Jul2019,BANK OF BARODA,9388.0,3846.0,864.9,1212531.8
Jul2019,BANK OF INDIA,2619.0,3442.0,1255.8,682394.3
Jul2019,BANK OF MAHARASHTRA,1303.0,557.0,0.0,273074.5
Jul2019,CANARA BANK,4751.0,4063.0,3296.3,1020607.6
Jul2019,CENTRAL BANK OF INDIA,2543.0,814.0,96.6,471845.0
Jul2019,CORPORATION BANK,2382.0,597.0,100.4,272790.6
Jul2019,INDIAN BANK,3186.0,683.0,184.0,674986.0
Jul2019,INDIAN OVERSEAS BANK,2534.0,441.0,33.8,579169.5
Jul2019,ORIENTAL BANK OF COMMERCE,2337.0,282.0,0.0,242719.0
Jul2019,PUNJAB AND SIND BANK,1097.0,46.0,0.0,61180.3
Jul2019,PUNJAB NATIONAL BANK,5224.0,3721.0,140.9,1052450.8
